protein1,protein2,label
Q96B26,Q9Y3B2,Positive
Q96B26,Q9NQT5,Positive
Q96B26,Q9NQT4,Positive
Q96B26,Q86YD7,Positive
Q96B26,Q14331,Positive
Q96B26,Q8TBB1,Positive
Q96B26,Q9Y272,Positive
Q96B26,Q04864,Positive
Q96B26,Q15560,Positive
Q96B26,Q01664,Positive
Q96B26,Q9BRA2,Positive
Q96B26,O14530,Positive
Q96B26,Q06250,Positive
Q96B26,Q9Y2W7,Negative
Q96B26,Q8NHV1,Negative
Q96B26,Q12959,Negative
Q96B26,Q13206,Negative
Q96B26,P46776,Negative
Q9NP94,Q96BA8,Positive
Q9NP94,Q9NQ76,Negative
P50219,Q8N0U6,Negative
P50219,Q92753,Negative
P50219,Q969J5,Negative
P50219,P48544,Negative
P36406,Q96IX9,Positive
P36406,P29972,Positive
P36406,Q8N6T3,Positive
P36406,Q9NR81,Positive
P36406,Q8N5M1,Positive
P36406,Q99933,Positive
P36406,Q0VDD7,Positive
P36406,Q9H7E9,Positive
P36406,Q9H257,Positive
P36406,Q86WR0,Positive
P36406,Q86Y33,Positive
P36406,Q01850,Positive
P36406,Q96M91,Positive
P36406,P10606,Positive
P36406,O95715,Positive
P36406,O43602,Positive
P36406,Q14565,Positive
P36406,Q9NQL9,Positive
P36406,Q96CJ1,Positive
P36406,Q8N2X6,Positive
P36406,Q9BTL3,Positive
P36406,Q9BQ89,Positive
P36406,Q8N9E0,Positive
P36406,Q86UY5,Positive
P36406,Q86YD7,Positive
P36406,P23769,Positive
P36406,P55040,Positive
P36406,Q8NEA9,Positive
P36406,O95872,Positive
P36406,Q92917,Positive
P36406,Q96CS2,Positive
P36406,P09067,Positive
P36406,Q9UBY9,Positive
P36406,Q15040,Positive
P36406,Q92993,Positive
P36406,Q9P2K6,Positive
P36406,P02538,Positive
P36406,O00214,Positive
P36406,Q96FQ7,Positive
P36406,P25791,Positive
P36406,Q8NDC4,Positive
P36406,Q9BYD3,Positive
P36406,Q9BRJ2,Positive
P36406,Q6P444,Positive
P36406,Q9HC98,Positive
P36406,Q9UMS0,Positive
P36406,Q9NPJ8,Positive
P36406,O43189,Positive
P36406,O75928,Positive
P36406,Q13356,Positive
P36406,Q6NYC8,Positive
P36406,P25786,Positive
P36406,Q14D33,Positive
P36406,Q9BWG6,Positive
P36406,Q9H788,Positive
P36406,Q8IUQ4,Positive
P36406,P12236,Positive
P36406,Q9H0W8,Positive
P36406,O95863,Positive
P36406,O43623,Positive
P36406,O60504,Positive
P36406,Q9NZD8,Positive
P36406,Q9NU19,Positive
P36406,Q13077,Positive
P36406,Q14134,Positive
P36406,Q9BRU9,Positive
P36406,Q64LD2,Positive
P36406,Q53FD0,Positive
P36406,Q8TBZ8,Positive
P36406,Q9P0T4,Positive
P36406,Q8WZ69,Negative
P36406,Q29865,Negative
P36406,P04908,Negative
P36406,P38117,Negative
P36406,Q9H7S9,Negative
P36405,O43924,Positive
P36405,Q13432,Positive
P36405,Q9H307,Negative
P36404,Q9Y2Y0,Positive
P36404,O43924,Positive
P36404,Q9BZK7,Positive
P36404,Q13432,Positive
P36404,Q9NVV2,Negative
P36404,Q7Z7F0,Negative
P36404,P04000,Negative
Q8WZ71,Q12778,Negative
Q8WZ71,A0PK05,Negative
Q8WZ71,Q8N987,Negative
Q8WZ71,P37108,Negative
Q8WZ71,P40425,Negative
Q2TAL8,O43186,Positive
Q2TAL8,Q13643,Positive
Q2TAL8,Q96LI6,Positive
Q2TAL8,Q9UJY1,Positive
Q2TAL8,P50221,Positive
Q2TAL8,P31321,Positive
Q2TAL8,Q96I25,Positive
Q2TAL8,P49903,Positive
Q2TAL8,Q8IUQ4,Positive
Q2TAL8,Q13077,Positive
Q5TA31,Q9H3R1,Negative
Q5TA31,Q9Y226,Negative
Q6ZNK6,Q14244,Negative
Q6ZNK6,P0CB38,Negative
Q6ZNK6,Q6NUS8,Negative
H0Y7S4,P22570,Negative
H0Y7S4,Q8N264,Negative
H0Y7S4,O75718,Negative
H0Y7S4,Q6UY11,Negative
O60930,P31415,Negative
O60930,P33897,Negative
Q9NXF8,P46734,Negative
Q9NXF8,Q7Z4G1,Negative
O60934,P16104,Positive
O60934,Q99986,Positive
O60934,P18847,Negative
O60934,Q6L8H1,Negative
O60939,Q5T1A1,Negative
O60939,P0CG00,Negative
O60939,Q13516,Negative
O60939,Q8NE31,Negative
Q9BX10,O14744,Positive
Q9BX10,Q96LA8,Positive
Q9BX10,O43463,Positive
Q5TEV5,Q68J44,Negative
Q5TEV5,Q9GZP0,Negative
Q5TEV5,Q8N9F7,Negative
Q9NXF1,Q9Y4P9,Negative
B1AJZ1,Q8TD22,Negative
B1AJZ1,P10147,Negative
B1AJZ1,Q96AN5,Negative
B1AJZ1,P41968,Negative
B1AJZ1,Q96K58,Negative
Q68DY9,P50542,Positive
Q68DY9,P05305,Negative
Q68DY9,O75208,Negative
Q68DY9,Q8WXG1,Negative
Q68DY9,Q9BQC6,Negative
P22310,P0DI80,Negative
Q9UBQ6,P78417,Negative
Q9UBQ6,P0C1Z6,Negative
Q9UBQ7,P78385,Negative
Q9N2J8,P07738,Negative
Q9N2J8,P68402,Negative
Q9N2J8,P16422,Negative
Q9UBQ5,P55884,Positive
Q9UBQ5,P60228,Positive
Q9UBQ5,Q9Y262,Positive
Q9UBQ5,Q12852,Negative
Q9UBQ5,Q9GZU7,Negative
Q9UBQ5,Q6IQ49,Negative
Q9UBQ5,Q96JJ7,Negative
Q9UBQ5,Q9H4R4,Negative
Q9H714,Q7L8W6,Negative
Q9H714,P62256,Negative
Q9UBQ0,Q92609,Positive
Q9UBQ0,O75436,Positive
Q9UBQ0,Q96QK1,Positive
Q9UBQ0,O76014,Negative
Q9UBQ0,Q9P0K7,Negative
Q9UBQ0,P34998,Negative
Q9UBQ0,Q9H0B8,Negative
Q9UBQ0,Q13794,Negative
P10767,Q5H9I0,Negative
P10767,Q9NY87,Negative
P10767,Q9UBD0,Negative
P10767,P15248,Negative
P10767,Q9BYE7,Negative
Q7Z3H4,Q9NSQ0,Negative
Q7Z3H4,Q9NVX7,Negative
Q7Z3H4,Q96LB0,Negative
Q7Z3H0,O60512,Negative
Q7Z3H0,P36896,Negative
Q15797,Q9GZU7,Positive
Q15797,O14595,Positive
Q15797,O15194,Positive
Q15797,P17844,Positive
Q15797,P49841,Positive
Q15797,Q13485,Positive
Q15797,O43541,Positive
Q15797,Q9HCE7,Positive
Q15797,Q9HAU4,Positive
Q15797,P15374,Positive
Q15797,P46937,Positive
Q15796,P05060,Positive
Q15796,O15111,Positive
Q15796,P98082,Positive
Q15796,O75593,Positive
Q15796,P05412,Positive
Q15796,Q8TAK6,Positive
Q15796,P35813,Positive
Q15796,Q9H6Z4,Positive
Q15796,P61586,Positive
Q15796,P12755,Positive
Q15796,P84022,Positive
Q15796,Q13485,Positive
Q15796,Q9HAU4,Positive
Q15796,Q13573,Positive
Q15796,P04637,Positive
Q15796,Q9H3D4,Positive
Q15796,A6NDL8,Negative
Q15796,Q8NH21,Negative
Q15796,Q9C086,Negative
Q7Z628,Q9UBD0,Negative
Q7Z628,Q8IUC0,Negative
Q7Z628,P06239,Negative
Q7Z628,Q96AQ8,Negative
Q969H9,Q5TA77,Negative
Q969H9,Q8NDC0,Negative
Q969H9,Q6IAA8,Negative
Q01113,Q969M1,Negative
Q01113,P22309,Negative
Q01113,Q92633,Negative
Q7Z624,Q9UBL6,Negative
Q7Z624,P02794,Negative
Q7Z624,P49758,Negative
Q7Z624,P56545,Negative
Q969H8,Q9NPJ3,Positive
Q969H8,O43765,Positive
Q969H8,Q9UHD9,Positive
Q969H8,Q5SRH9,Negative
Q969H8,Q05923,Negative
Q969H8,Q9BXP5,Negative
Q969H8,Q9P2W1,Negative
Q6ZSG2,P52737,Negative
Q6ZSG2,P34130,Negative
Q6ZSG2,Q96PI1,Negative
Q6ZSG2,P00750,Negative
A2A3K4,P0DN37,Negative
A2A3K4,Q9P0I2,Negative
A0A075B6J9,P0C842,Negative
A0A075B6J9,Q14953,Negative
A0A075B6J9,Q9NR55,Negative
A0A075B6J9,Q969E2,Negative
A0A075B6J9,Q8WU10,Negative
P12236,P63010,Positive
P12236,Q15323,Positive
P12236,Q9BRK4,Positive
P12236,Q7Z3S9,Positive
P12236,Q8WW24,Positive
P12236,Q13077,Positive
P12236,P36406,Positive
P12236,Q15654,Positive
P12236,Q9P2F9,Negative
P12236,Q5TB30,Negative
Q96EA4,P35219,Positive
Q96EA4,Q8WXU2,Positive
Q96EA4,Q6NYC8,Positive
Q96EA4,Q14D33,Positive
Q96EA4,Q9BUZ4,Positive
Q96EA4,O60279,Negative
Q96EA4,Q13247,Negative
Q96EA4,Q6PEV8,Negative
P12235,Q7Z402,Negative
Q9UKK6,Q9UBU9,Positive
Q9UKK6,Q9H4D5,Positive
Q9UKK6,O95793,Positive
Q9UKK6,Q96EV8,Negative
Q9UKK6,Q969M3,Negative
Q9UKK6,Q9BUB5,Negative
Q9NZT1,P24390,Negative
Q9NZT1,Q86UV5,Negative
Q9NZT1,P06280,Negative
Q9NZT1,O15123,Negative
Q9NSA2,Q9H6X4,Negative
Q9NSA2,Q15014,Negative
Q9NSA2,Q9NXJ0,Negative
Q9NSA2,Q9H693,Negative
O43665,P43363,Negative
O43665,Q494R0,Negative
O43665,P55055,Negative
P0C7N8,Q13113,Negative
P0C7N8,Q8N300,Negative
P0C7N8,P78356,Negative
P61204,P17693,Negative
P61204,O75955,Negative
P17031,Q6A162,Positive
P17031,P60409,Positive
P17031,Q9HCM9,Positive
P17031,Q8WV44,Positive
Q96S06,Q9BUL8,Negative
Q96S06,Q96GT9,Negative
P61201,Q9UNS2,Positive
P61201,P25089,Negative
P61201,O94888,Negative
P61201,Q7Z6K5,Negative
P61201,P30044,Negative
P17036,Q9Y2D8,Positive
P17036,Q9BUZ4,Positive
P17036,Q9UDV6,Positive
P17036,P55290,Negative
P17036,Q2WGJ8,Negative
P17036,Q8N9E0,Negative
P17035,Q9H7F4,Negative
A6NNS2,O95684,Negative
P17039,Q6ISS4,Negative
O95006,Q10587,Negative
O95006,O15066,Negative
O95006,Q10586,Negative
O95006,Q9GZS3,Negative
P13727,P79522,Negative
P13727,Q2M296,Negative
P13727,Q8N1L9,Negative
P13726,P55085,Positive
P13726,P08709,Positive
P13726,Q96JF0,Negative
P13726,P10153,Negative
P13726,Q9NVR5,Negative
P13726,Q86Z20,Negative
P13725,Q9H339,Negative
P13725,Q9ULX3,Negative
P13725,Q5MJ07,Negative
Q14CZ8,P59551,Negative
Q14CZ8,Q86UV7,Negative
Q8WTQ7,B2RXF0,Negative
Q8WTQ7,Q9UG56,Negative
Q8WTQ7,Q96PC3,Negative
Q59H18,P19429,Positive
Q59H18,Q9BUT9,Negative
Q59H18,Q8NG76,Negative
Q8WTQ4,Q9UL51,Negative
Q8WTQ4,O95069,Negative
Q8WTQ4,O94901,Negative
Q8WTQ4,Q71UI9,Negative
Q9Y6X8,Q9BYE4,Negative
Q9Y6X8,Q8IVY1,Negative
Q9Y6X8,P23297,Negative
Q9Y6X8,P62241,Negative
Q6UX46,P78368,Negative
Q8WTQ1,P49221,Negative
Q8WTQ1,Q9H0X4,Negative
Q8WTQ1,O94772,Negative
Q8WTQ1,Q9BU40,Negative
Q8WTQ1,P36776,Negative
Q6UX65,Q6UY18,Negative
Q6UX65,Q63ZY6,Negative
Q8IUF1,Q5RKV6,Negative
Q8IUF1,Q92858,Negative
Q8IUF1,P54821,Negative
Q8NDX9,Q8N9R8,Negative
Q8NA23,O15516,Negative
Q8NA23,P16871,Negative
Q8NA23,Q96LP6,Negative
Q8NA23,Q06889,Negative
Q6UX40,Q9NXB0,Positive
Q6UX40,Q93075,Negative
Q6UX40,Q9P0K7,Negative
Q6UX40,Q17RC7,Negative
Q6UX40,Q8NGG2,Negative
Q6UX40,Q9BZY9,Negative
Q8NDX5,A8MTL0,Negative
P05162,O00560,Positive
P05162,Q9H190,Positive
P05160,Q15466,Negative
P05160,P09104,Negative
P05161,O75688,Positive
P05161,P41226,Positive
P05161,Q9UMW8,Positive
P05161,O43312,Negative
P05161,Q6PIS1,Negative
P05161,P0DP91,Negative
P05161,O95639,Negative
P05166,Q9NRI7,Negative
P05164,A4D2B0,Negative
P05164,Q8NGR5,Negative
P05165,Q8NG97,Negative
P05165,P15170,Negative
P05165,Q5SQ64,Negative
P05165,Q7Z429,Negative
P22314,P63279,Positive
Q9HB89,P52926,Negative
Q9HB89,Q14258,Negative
F8W1W9,Q5W0A0,Negative
F8W1W9,Q92681,Negative
Q8NH53,Q9NX07,Negative
Q8NH53,P31146,Negative
Q8NH53,P0C672,Negative
Q8NH53,Q9H4A6,Negative
Q9UL15,Q8N9N5,Positive
Q9UL15,Q8N6L0,Positive
Q9UL15,Q9BPY3,Positive
Q9UL15,Q9NYA3,Positive
Q9UL15,Q9Y6D9,Positive
Q9UL15,Q9NVV9,Positive
Q9UL15,P14373,Positive
Q9UL15,P60002,Negative
Q9UL16,Q8TC29,Positive
Q9UL16,P30039,Negative
Q9UL16,Q6JVE6,Negative
Q9UL16,O15442,Negative
Q9UL16,Q9Y275,Negative
Q96I13,Q9NQ50,Negative
Q96I13,P17181,Negative
Q96I13,Q3SXM0,Negative
Q9P2E5,Q01453,Negative
Q9P2E5,Q8NHX4,Negative
O00154,Q13554,Positive
O00154,Q15038,Positive
O00154,P43360,Positive
O00154,Q9NVV9,Positive
O00154,Q9UMX0,Positive
O00154,Q96AQ9,Negative
O00154,P43361,Negative
O00154,Q9Y448,Negative
O00154,Q9Y261,Negative
Q9P2E8,Q8N8D7,Negative
Q9P2E8,Q5JXC2,Negative
Q15306,P51617,Positive
Q15306,Q86UE8,Positive
P0C7N5,Q6PCB7,Negative
P0C7N5,Q9NR64,Negative
P0C7N5,Q9UQC2,Negative
Q9UL18,P04156,Positive
Q9UL18,Q9Y576,Negative
Q9UL18,A6NDL7,Negative
Q9UL18,Q5I0X4,Negative
Q9UL18,Q8NEW7,Negative
Q9UL19,O43765,Positive
Q9UL19,Q9NVN3,Negative
Q9UL19,P18465,Negative
Q9UL19,O75954,Negative
Q9UL19,P04746,Negative
O00311,Q9BTE3,Positive
O00311,Q9NUG6,Negative
O00311,O94818,Negative
O00311,Q8IZA3,Negative
O00311,Q9BU20,Negative
O00311,Q8N4H5,Negative
P61224,Q12967,Positive
P61224,P47736,Positive
P61224,Q8WWW0,Positive
P61224,P0CG48,Positive
O95140,O60260,Positive
O95140,Q9Y512,Positive
O95140,B1AMM8,Negative
O95140,Q96T55,Negative
O95140,Q9H772,Negative
Q9H8G1,Q86WR6,Negative
Q7L7V1,P25685,Negative
Q7L7V1,Q99946,Negative
O95147,Q8NA61,Positive
Q9NP64,Q6NYC1,Positive
Q9NP64,O00560,Positive
Q9NP64,Q9H190,Positive
Q9NP64,Q96LU7,Negative
Q9NP64,Q9NS28,Negative
Q9NP66,Q96M91,Positive
Q9NP66,O60941,Positive
Q9NP66,Q9P0W2,Positive
Q9NP66,P37235,Positive
Q9NP66,P52292,Positive
Q9NP66,Q8TBB1,Positive
Q9NP66,Q96A72,Positive
Q9NP66,Q9NRD5,Positive
Q9NP66,P49190,Positive
Q9NP66,P78346,Positive
Q9NP66,Q9H1X1,Positive
Q9NP66,Q9BWG6,Positive
Q9NP66,Q96C24,Positive
Q9NP66,Q96BS2,Positive
Q9NP66,Q8NGE5,Negative
Q9NP66,Q3B7J2,Negative
P51575,Q9H3J6,Negative
P38117,Q9H2C0,Negative
Q9NP61,Q8IUH5,Positive
Q9NP61,Q8N1N2,Negative
Q9NP61,Q6PF04,Negative
Q9NP61,Q9H0A3,Negative
Q9NP61,Q16678,Negative
Q9NP62,P22352,Negative
Q9BRV3,Q9HBW1,Negative
Q7Z4M0,Q1T7F1,Negative
Q7Z4M0,Q99731,Negative
Q7Z4M0,Q96H12,Negative
Q5JPH6,Q8N8E1,Negative
Q5JPH6,Q96JX3,Negative
Q5JPH6,Q5SZB4,Negative
Q9H6Y7,Q9HB19,Negative
Q9H6Y7,P42166,Negative
Q9H6Y7,P30153,Negative
Q6AZZ1,Q9BQ08,Negative
Q6AZZ1,P60891,Negative
Q6PJT7,P43365,Negative
Q6PJT7,P61601,Negative
Q6PJT7,P24278,Negative
Q6PJT7,P61619,Negative
Q5T750,Q96G79,Negative
Q5T750,Q9BZG8,Negative
P00750,Q86UB9,Negative
Q7LBR1,P62491,Positive
Q7LBR1,O95630,Positive
Q7LBR1,Q9UN37,Positive
Q7LBR1,O94766,Negative
Q58DX5,Q4LDR2,Positive
Q58DX5,O00155,Positive
Q58DX5,Q9Y5U4,Positive
Q58DX5,Q9Y287,Positive
Q58DX5,Q86VI4,Positive
Q58DX5,Q8TAC9,Positive
Q58DX5,Q99726,Positive
Q58DX5,Q8TBM7,Positive
O14603,O00453,Negative
O14603,P28702,Negative
O14603,Q8NGY0,Negative
C9JRZ8,Q86Y82,Negative
C9JRZ8,Q6ZVS7,Negative
C9JRZ8,Q9UHD2,Negative
Q96NC0,Q96MA6,Positive
Q96NC0,Q2TAC2,Positive
Q96NC0,Q01850,Positive
Q96NC0,Q8TAP6,Positive
Q96NC0,A1L4K1,Positive
Q96NC0,P51116,Positive
Q96NC0,Q08379,Positive
Q96NC0,Q6NT76,Positive
Q96NC0,Q13422,Positive
Q96NC0,Q6A162,Positive
Q96NC0,Q9BRK4,Positive
Q96NC0,P50222,Positive
Q96NC0,Q8IXK0,Positive
Q96NC0,Q9NRD5,Positive
Q96NC0,Q8NA61,Positive
Q96NC0,Q9Y2D8,Positive
Q96NC0,Q9UBB9,Positive
Q96NC0,Q12933,Positive
Q96NC0,Q9NQ86,Positive
Q96NC0,O94972,Positive
Q96NC0,Q8WW01,Positive
Q96NC0,Q8N1B4,Positive
Q96NC0,O43829,Positive
Q96NC0,Q96BR9,Positive
Q96NC0,H3BQJ8,Negative
Q96NC0,P01037,Negative
Q96EU6,Q58FF3,Negative
Q96EU6,O43447,Negative
Q96EU6,P15863,Negative
Q96EU7,Q9NS00,Positive
Q96EU7,P61567,Negative
Q9UKF6,Q7Z5S9,Negative
Q9UKF6,Q9NRY7,Negative
Q9UKF6,Q6ZVN7,Negative
Q9UKF6,P55000,Negative
Q9UKF7,Q6RW13,Positive
Q9UKF7,Q96DZ9,Positive
Q9UKF7,Q9H0U4,Positive
Q9UKF5,O95859,Negative
Q9UKF5,Q96IM9,Negative
Q9UKF5,P78423,Negative
Q9UKF2,Q9UJJ9,Negative
Q9UKF2,C9JDP6,Negative
Q9UKF2,Q12918,Negative
Q9UKF2,Q9H244,Negative
Q96QA5,Q8IV16,Negative
Q96R27,Q96DZ5,Negative
P0C263,P78552,Negative
P0C263,Q9P2K3,Negative
P0C263,P01909,Negative
Q5TGI4,Q9BQ90,Negative
Q5TGI4,Q9NYL5,Negative
Q5TGI4,Q9UJM8,Negative
Q5TGI4,Q8TE76,Negative
P60002,Q49AR2,Positive
P60002,Q7Z6B0,Negative
P60002,O14569,Negative
P60006,Q86SG2,Negative
P60006,O94988,Negative
P60006,Q8NGE5,Negative
P60006,Q8N0W5,Negative
P60006,P63162,Negative
P60008,Q96EK6,Negative
Q9Y6F7,Q7Z6J4,Negative
Q9Y6F7,Q9NQF3,Negative
Q9Y6F7,Q96IV0,Negative
Q9Y6F7,P41143,Negative
Q9H0M0,Q6UXN9,Negative
O15382,A6NLU0,Negative
O15382,Q8IXI2,Negative
O15382,Q8NEM0,Negative
Q6ZU45,P15328,Negative
Q6ZU45,P14550,Negative
Q6ZU45,Q5T230,Negative
Q6ZU45,F8WFD2,Negative
Q6ZU45,P04798,Negative
O15381,Q8N7X2,Negative
O15381,P35625,Negative
O15381,A0A0B4J1V2,Negative
O15381,P60604,Negative
Q5JTD0,A6NJW4,Negative
P78329,P16333,Positive
P78329,Q1AE95,Negative
P78329,Q9NW07,Negative
P78329,Q96G74,Negative
P78329,Q658N2,Negative
P78329,P09228,Negative
O14609,Q8NER1,Negative
O14609,Q4AE62,Negative
Q9HBE1,P52597,Positive
Q9HBE1,P31943,Positive
Q9HBE1,Q8IV03,Positive
Q9HBE1,P0CG21,Positive
Q9HBE1,Q13077,Positive
P78325,Q15973,Negative
Q9Y265,P35222,Positive
Q9Y265,O60832,Positive
Q9Y265,O95905,Positive
Q9Y265,Q92993,Positive
Q9Y265,Q9Y230,Positive
Q9Y265,P63279,Positive
Q9Y265,Q15906,Positive
Q9Y265,P25490,Positive
Q9Y265,Q9UHR6,Positive
Q9Y265,P52744,Negative
Q9Y265,Q8TA86,Negative
Q9HBE5,Q7L591,Negative
Q9HBE5,P0DKB6,Negative
Q9HBE5,Q86VR8,Negative
Q9HBE5,Q96MF0,Negative
Q9HBE5,Q9NS75,Negative
Q9Y262,P60228,Positive
Q9Y262,Q9UBQ5,Positive
Q9Y262,O43159,Negative
Q9Y261,P04201,Negative
P15144,Q8N4B1,Negative
Q9UKY3,Q8N485,Negative
Q15431,A6PVY3,Negative
Q9H8G2,P49418,Negative
Q9H8G2,P60568,Negative
Q9H8G2,Q9BS40,Negative
Q5KU26,Q96LL4,Negative
Q5KU26,P33552,Negative
Q5KU26,Q9NX24,Negative
Q5KU26,Q9Y264,Negative
Q5KU26,Q9NWC5,Negative
Q5PSV4,P35609,Positive
Q5PSV4,Q05D60,Positive
Q5PSV4,O00471,Positive
Q8NGL2,Q96NR3,Negative
Q8NGL2,Q92583,Negative
Q8NGL2,A6NC97,Negative
Q8NGL2,Q16674,Negative
Q6IMI4,O00469,Negative
Q6IMI4,O14745,Negative
Q6IMI4,Q92754,Negative
Q8WTW4,P17661,Negative
Q8WTW4,Q6UDR6,Negative
Q8WTW4,Q99259,Negative
Q14258,P59037,Negative
Q14258,Q9H0U3,Negative
Q14258,P48050,Negative
Q13496,O00499,Positive
Q13496,P17661,Positive
Q13496,A8MVA2,Negative
Q8NGL3,P47985,Negative
Q8NGL3,Q9H808,Negative
Q8NGL3,Q9NS25,Negative
Q8NGL3,Q9UF12,Negative
Q8NGL3,Q13405,Negative
P09661,P09012,Positive
P09661,P08579,Positive
P09661,P49862,Negative
P09661,Q13571,Negative
P09661,Q3KNT7,Negative
P09661,A2RUU4,Negative
Q5VWJ9,O95219,Positive
Q5VWJ9,Q147U7,Negative
Q5VWJ9,Q96RI8,Negative
P54709,Q9Y303,Negative
P54709,P55103,Negative
P54709,Q9UBB4,Negative
Q9UKY7,Q9H3S1,Negative
Q9UKY7,Q8NGB8,Negative
P09669,Q9UEW8,Negative
P09669,I3L273,Negative
P09669,Q96A84,Negative
P09668,Q86SH4,Negative
P09668,Q16666,Negative
P09668,P57735,Negative
O95970,P0C7P4,Negative
O95970,Q5SY13,Negative
O95970,O76090,Negative
Q6ZMJ2,Q14392,Negative
Q6ZMJ2,Q8NGL4,Negative
Q6ZMJ2,P04000,Negative
Q6ZMJ2,P16219,Negative
Q6X9E4,A6NHY6,Negative
Q6X9E4,Q9UBF6,Negative
Q13495,Q8NHS0,Negative
Q13495,Q9BRJ7,Negative
P00414,P37840,Positive
Q6ZMJ4,P07333,Positive
Q6ZMJ4,Q70IA6,Negative
Q6ZMJ4,Q96FF9,Negative
Q6ZMJ4,Q0VDE8,Negative
Q6ZMJ4,P15428,Negative
Q9H7U1,Q9NPF7,Negative
Q9H7U1,Q8IVK1,Negative
Q7Z5Q1,Q53FP2,Negative
Q7Z5Q1,A6NK06,Negative
Q7Z5Q1,Q8IYN0,Negative
Q7Z5Q1,P01706,Negative
P21583,Q9P0M4,Negative
P21580,Q96B67,Positive
P21580,Q9Y6K9,Positive
P21580,Q9Y3C5,Positive
P21580,Q96KP6,Positive
O43820,O75553,Positive
O43820,Q969H9,Negative
O43820,P47897,Negative
O43820,Q14938,Negative
O43822,O00244,Positive
O43822,Q9UBM4,Negative
O43822,P54762,Negative
O43823,P42574,Positive
O43823,Q9C005,Positive
O43823,O15379,Positive
O43823,P13861,Positive
O43823,P61964,Positive
O43824,Q9UNP4,Negative
O43824,Q8IVN3,Negative
O43824,Q86Y37,Negative
P02675,Q07325,Negative
P02675,Q6IEU7,Negative
O43827,P35609,Positive
O43827,Q9Y5F0,Negative
O43827,Q15311,Negative
O43827,Q3LI81,Negative
O43829,Q9BXS5,Positive
O43829,P48047,Positive
O43829,Q13895,Positive
O43829,Q9HC52,Positive
O43829,Q00536,Positive
O43829,Q8IVW4,Positive
O43829,Q96LK0,Positive
O43829,Q96JC9,Positive
O43829,Q8N9N8,Positive
O43829,Q9H0I2,Positive
O43829,Q7L775,Positive
O43829,Q3B820,Positive
O43829,Q86YD7,Positive
O43829,Q9H8Y8,Positive
O43829,Q92993,Positive
O43829,Q15013,Positive
O43829,P55081,Positive
O43829,Q15014,Positive
O43829,P41227,Positive
O43829,Q13526,Positive
O43829,Q96T60,Positive
O43829,P62875,Positive
O43829,P32969,Positive
O43829,P62081,Positive
O43829,Q9BWG6,Positive
O43829,O00560,Positive
O43829,P08579,Positive
O43829,Q17RD7,Positive
O43829,Q8N8B7,Positive
O43829,Q99757,Positive
O43829,Q8TBK6,Positive
O43829,Q96NC0,Positive
O43829,Q96A61,Negative
O43829,Q9UBX0,Negative
P02679,Q14449,Negative
Q13491,Q14393,Negative
Q13491,Q96LW7,Negative
Q13491,Q9NPJ3,Negative
Q9C040,Q96Q77,Positive
Q9C040,Q9BSL1,Positive
A7XYQ1,Q99909,Negative
A7XYQ1,P80748,Negative
Q5QNW6,P41159,Negative
Q5QNW6,Q9BRD0,Negative
Q5QNW6,Q8WWF5,Negative
Q96RA2,Q99525,Negative
Q96RA2,G3V211,Negative
Q96RA2,Q06547,Negative
O43772,O15347,Negative
O43772,P55795,Negative
O43772,A0PJX0,Negative
O43772,Q8IZD0,Negative
Q9BS86,Q9ULC4,Negative
Q9BS86,Q0ZGT2,Negative
Q9BS86,P13688,Negative
Q9BS86,Q9UD57,Negative
Q9BS86,Q13277,Negative
Q5TC84,P28070,Negative
Q5TC84,O95758,Negative
Q5TC84,Q9H6L2,Negative
Q5TC84,Q15831,Negative
A8MWP4,O60496,Negative
A8MWP4,Q15345,Negative
O43776,O95302,Negative
O43776,Q8WV07,Negative
O43776,Q8NGL2,Negative
O43776,Q14D33,Negative
O43776,Q8NGN5,Negative
Q92784,Q8ND56,Negative
Q92784,Q03405,Negative
Q92784,P49023,Negative
Q92784,P48995,Negative
Q92786,P56545,Positive
Q92786,P41235,Positive
Q92786,P12319,Negative
Q92786,P22748,Negative
Q92781,Q6ZMR3,Negative
Q92781,O95561,Negative
Q92781,Q96R28,Negative
Q92783,Q13094,Positive
Q92783,O95630,Positive
Q92783,P0CG48,Positive
Q92783,P62684,Negative
Q92783,O75143,Negative
Q92782,Q96H40,Negative
Q92782,P11168,Negative
P46736,Q6UWZ7,Positive
P46089,Q96AE4,Negative
P46089,Q9BQ95,Negative
P46734,Q9Y463,Positive
P46734,Q16539,Positive
P46734,Q9BSI4,Positive
P46734,Q9Y312,Negative
P46734,P42025,Negative
P46734,Q8IVW6,Negative
Q9BXU3,Q9BXI6,Positive
Q9BXU3,A8MTZ0,Negative
Q8NEC7,Q96LA8,Positive
Q6UWB4,Q9N2K0,Negative
Q6UWB4,Q8NH63,Negative
Q8NEC5,O95994,Positive
Q8NEC5,P02652,Positive
Q8NEC5,Q9UKJ5,Positive
Q8NEC5,P50402,Positive
Q8NEC5,Q5VWX1,Positive
Q8NEC5,P60412,Positive
Q8NEC5,P60410,Positive
Q8NEC5,P60411,Positive
Q8NEC5,P60328,Positive
Q8NEC5,Q9BYQ6,Positive
Q8NEC5,Q9BQ66,Positive
Q8NEC5,Q9BYR0,Positive
Q8NEC5,Q6L8H2,Positive
Q8NEC5,Q6L8G9,Positive
Q8NEC5,P26371,Positive
